Отметка времени,Возраст,Пол,Образование,Балл,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,А этот?,А такой?,Как бы ты назвал этот цвет?,А такой?,А такой?,А такой?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,А такой?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,А этот?,Что это за цвет?,А вот такой?,А вот такой?,Хорошо идёшь! А это какой цвет?,Здесь тоже есть цвет! Какой?,А это какой цвет?,А это какой цвет?,А это какой цвет?,Ещё чуть-чуть!,Последние три!,Ты молодец!,"Последний, честно!",Можешь вспомнить название?,"Есть ли у тебя особенности зрения, связанные с восприятием цветов (дальтонизм, цветовая агнозия, монохромазия и т.д.)?",Сумма
15.06.2019 21:32:54,23,женский,"Филология, лингвистика, иностранные языки",5,Синий,Оранжевая ,Коричневый ,Зелёный ,Сиреневый,Шоколадный,Темно-синий,Глубокий красный,Ярко-сиреневый,Бирюзовый,Персиковый,Пастельно желтый,Черный,Фиолетовый,Фукси ,Черный ,Синий смешанный с зелёным ,Ярко красный,Грязно серый,Бледно желтый,Красно-оранжевый,Глубокий зеленый,Белый,Какой-то зелёный),Нежно розовый,Коричневый,Сеееерый,ярко желтый,Голубой,Нежно персиковый ,Светофор,Нет,0
,,,,0,,,,,1,1,0.5,0.5,1,1,1,0.5,,,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,,,0.5,,0.5,,,5
15.06.2019 21:36:01,23,женский,Образование,9,синий,оранжево-желтый,коричневый,зелёный,сиреневый,маув,синий,бордовый,фиолетово-синий,голубой,персиковый,светло-желтый,черный,фиолетовый,фуксия,черный,синий,красный,хакки,кремовый,алый,зелёный,белый,зеленый,розовый,темно-коричнево-бордовый,серый,желтый,голубой,телесный,Светофор,Нет,0
,,,,0,,0.5,,,1,1,,1,0.5,,1,0.5,,,1,,,,1,1,1,,,,,0.5,,,,1,,,9
15.06.2019 21:39:02,25,женский,Медицина,10,Синий,Светло-оранжевый, Темный песок,Зеленый,Лиловый,Бежево-лиловый ,Глубоко-синий,Бордо,Фиолетовый ,Яркая бирюза,Нежно-оранжевый,Бледно-желтый,Светло-черный,Фиолетовая фуксия,Ядовито-розовый,Черный,Приглушённый синий,Ярко-красный,Светло-серый ,Молочный ,.,Насыщенно-зеленый,Белоснежный,Светло-зеленый,Светло-розовый ,Коричневый ,Светлый серый,Ядовито-желтый,Ярко-голубой,Бежево-розовый,,Нет,0
,,,,0,,0.5,1,,1,1,0.5,1,,1,0.5,0.5,0.5,1,1,,0.5,0.5,0.5,1,-1,0.5,1,0.5,0.5,,0.5,1,0.5,1,,,10
15.06.2019 22:16:22,21,мужской,IT,10,Синий,Желтый (горчичный оттенок),Коричневый,Зеленый (пасмурно зеленый),Тёмно-розовый,Светло-коричневый,Темно-синий,Бордовый,Фиолетовый,Бирюзовый,Светло-оранжевый (морковный),Светло-желтый (солнечный),Черный,Темно-фиолетовый,Светло-фиолетовый,Черный,Темно-голубой,Красный,Серо-зеленый (болотный),Желтоватый (зубной),Оранжево-красный (крабовый),Темно-зеленый,Белый,Светло-зеленый,Розовый,Темно-коричневый,Серый,Кисло-желтый,Голубой,Бежевый,"Не играл(а), Эти цифры и цвета, тысячи цитат, визы, паспорта - все растворится без следа...",Нет,0
,,,,0,,1,,1,0.5,0.5,0.5,1,,1,1,1,,0.5,0.5,,0.5,,1,1,1,0.5,,0.5,,0.5,,0.5,,1,,,10
15.06.2019 22:19:52,23,женский,"Архитектура, дизайн, фотография, визуальные искусства",22,кобальтовый синий,персиковый,шоколадный,травяной зеленый,лиловый,нежная грязь,нэви (navy blue),бургунди,неоновый фиолетовый,ярко бирюзовый,спелый персик,"недозревший персик. шучу, это ваниль",мокрый асфальт,ягодно фиолетовый,фуксия с фиолетовым подтоном,черный,темноватый cyan (циан),ярко красный,болотный хаки,бледный желтый,кораллово красный,темный травянистый,белый?),весенний зеленый,нежно розовый,темно коричневый,средне серый 50%,ярко желтый,циан,розово персиковый,Светофор,Нет,0
,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,0.5,1,0.5,1,1,,1,0.5,0.5,0.5,0.5,1,1,,,22
15.06.2019 22:50:36,22,женский,Сфера обслуживания,16,Синий,Морковный,Коричневый,Зеленый,Сиреневый,Пудровый,Темно-синий,Винный красный,Фиолетовый ,Цвет морской волны,Персиковый ,Банановый ,Чёрный ,Фуксия ,Кислотный розовый,Чёрный ,Синий,Красный,Болотно-серый,Цвет слоновой кости,Алый,Изумрудный,Белый,Зеленое яблоко ,Бледно розовый,Темно коричневый ,Серый,Желтый,Небесно голубой ,Телесный ,Светофор,Нет,0
,,,,0,,1,,,1,1,0.5,1,,1,1,1,,1,1,,,,1,1,1,1,,1,0.5,0.5,,,1,1,,,16
15.06.2019 23:12:37,25,женский,Естественные науки,6,Синий ,Оранжевый,Коричневый,Зеленый,Сиреневый,Коричневый,Темно-синий,Бордовый,Фиолетовый,Бирюзовый,Персиковый,Светло-желтый,Черный,Пурпурный,Розовый,Черный,Синий,Красный,Темно-серый,Светло-желтый,Красный,Темно-зеленый,Белый,Светло-зеленый,Нежно-розовый,Коричневый,Серый,Желтый,Голубой,Персиковый,Не играл(а),Нет,0
,,,,0,,,,,1,,0.5,1,,1,1,0.5,,1,,,,,0.5,0.5,,0.5,,0.5,0.5,,,,,1,,,6
15.06.2019 23:41:43,23,женский,Сфера обслуживания,19,Electric blue ,Оранжевый,Коричневый,Зеленый,Лиловый,Холодный коричневый,Royal blue ,Винный,Фиолетовый,Турмалин,Персиковый,Темная слоновая кость,Черный,Пурпурный,Фуксия,Черный,Синий,Алый,Мокрый асфальт ,Слоновая кость,Коралл,Темно-зелёный ,Белый,Светло-зеленый,Нежно розовый,Темно коричневый,Серый ,Жёлтый ,Голубой,Телесный,Цветной король,Нет,0
,,,,0,1,,,,1,1,1,1,,1,1,1,,1,1,,,1,1,1,1,1,,1,1,1,,,,1,,,19
16.06.2019 0:07:52,16,женский,IT,13,Чисто-Синий ,Охра,Коричневый ,Цвет скошанной травы ,Сиреневый ,Кофе с молоком ,Темно-синий ,терракотовый,Ярко-фиолетовый,Лазурный ,Пастельный оранжевый ,Пастельный жёлтый ,Чёрный ,Фиолетовый,Фуксия,Чёрный ,Цвет моря в дождь ,Красный ,Серый ,Молочный ,Каралловый ,Хаки,Белый ,Зелёный детский ,Нежно-розовый ,Коричневый ,Серый ,Жёлтый ,Небесно-голубой ,Пастельный ораньжевый,Красочки в коробочку,Нет,0
,,,,0,0.5,1,,1,1,1,0.5,1,0.5,1,0.5,0.5,,,1,,1,,,1,1,1,,1,0.5,,,,1,0.5,,,13
16.06.2019 0:41:20,23,мужской,IT,10,Синий,Тёплый желтый,Светло коричневый,Зелёный ,Сиреневый ,Тиккурила,Темно синий ,Красно винный,Сиренево фиолетовы,Бирюзовый,Персиковый,Слоновая кость,Чёрный,Фиолетовый,Розовый,Чёрный,Небесной голубой,красный,Серо коричневый???? ,Светло бежевый,Коралловый,Перламутрово зеленый,Белый,Светло зелёный,Нежно розовый,Коричневый,Серый,Лимонный,Светло голубой,Бежевая тиккурила,Не играл(а),Нет,0
,,,,0,,0.5,0.5,,1,1,0.5,1,0.5,1,1,1,,,,,1,,0.5,0.5,1,0.5,,0.5,0.5,,,1,0.5,1,,,10
16.06.2019 0:42:14,24,женский,"Филология, лингвистика, иностранные языки",5,Синий,Оранжевый,Коричневый,Зелёный,Сиреневый ,Коричневый,Тёмно-синий,Марсала,Фиолетовый,Голубой,Лососёвый,Бледно-жёлтый,Чёрный,Ярко-фиолетовый,Розовый ,Чёрный,Спокойный синий,Красный,Тёмно-серый,Слоновой кости,Красный,Тёмно-зелёный,Белый,Зелёный,Нежно-розовый,Тёмно-коричневый,Серый,Жёлтый,Голубой,Бежевый,Светофор,Нет,0
,,,,0,,,,,1,,0.5,1,,,1,0.5,,0.5,,,0.5,,0.5,1,,0.5,,,0.5,0.5,,,,1,,,5
16.06.2019 1:35:44,22,мужской,IT,10,синий,оранжевый,светло-коричневый,зеленый,грязно-розовый,светло-коричневый,темно-синий,бордовый,фуксия,голубой,кремовый,песочный,черный,фиолетовый,розовый,черный,небесный,красный,брезентово-серый,блекло-желтый,светло-красный,лесной,белый,мятный,розовый,коричневый,асфалтовый,желтый,голубой,телесный,"Цветной король, Красочки в коробочку, Светофор",Нет,0
,,,,0,,,0.5,,0.5,0.5,0.5,1,1,,1,1,,,,,1,,1,0.5,0.5,1,,1,,,1,,,1,,,10
16.06.2019 6:56:55,23,женский,Медицина,13,Синий,Оранжевый,Коричневый,Зелёный ,Пепельно-розовый,Какао,Темно-синий,Бордовый,Фиолетовый,Бирюзовый,Персиковый,Бледно-желтый,Чёрный ,Насыщенно сиреневый,Фуксия,Черный,Морской,Ярко красный,Хаки,Шампань,Красно-розовый,Еловый,Белый,Зеленый,Поросячий,Темно-коричневый ,Серый,Ярко жёлтый,Голубой,Пудровый,Красочки в коробочку,Нет,0
,,,,0,,,,,1,1,0.5,1,,1,1,0.5,,1,1,,1,0.5,1,1,0.5,1,,,1,0.5,,0.5,,1,,,13
16.06.2019 8:30:16,22,мужской,IT,8,Синий,Оранжевый,Коричневый,Темно-зеленый,Светло-пурпурный,Бордовый,Темно-синий,Красно-коричнеыый,Фиолетовый,Циан,Морковный,Цвет кожи,Черный,Фиолетовый,Розовый,Черный,Темно-синий,Красный,Серый,Молочный,Бледно-красный,Зелено-черный,Белый,Бледно-зелёный,Розовый,Темно-коричневый,Серый (а предыдущий серый был светло-серым),Жёлтый,Голубой,Цвет кожи,Цветной король,Нет,0
